Gas,P_D_bar,Material,V_D_m3,W_g_kg,W_m_kg,W_d_kg,DeltaV_m_s,Costo_€
H2,21.484848484848488,Al7075T6,0.2007312559575325,0.35074688841949586,4.0395441811276,4.3902910695470965,167.08174537525088,26.34174641728258
H2,21.484848484848488,Acero,0.2007312559575325,0.35074688841949586,9.811348411457606,10.162095299877102,166.46659234005236,45.72942884944696
H2,21.484848484848488,Titanio6AL4V,0.2007312559575325,0.35074688841949586,2.9149408313425034,3.265687719761999,167.20213431444571,97.97063159285997
H2,21.636363636363637,Al7075T6,0.19734681394172515,0.34726492557002936,3.9994424917559686,4.346707417325998,167.08640778027117,26.08024450395599
H2,21.636363636363637,Acero,0.19734681394172515,0.34726492557002936,9.713948400795191,10.06121332636522,166.47730532362758,45.27545996864349
H2,21.636363636363637,Titanio6AL4V,0.19734681394172515,0.34726492557002936,2.8860033952076787,3.233268320777708,167.205607389445,96.99804962333124
H2,21.78787878787879,Al7075T6,0.1940746067797002,0.34389843155987526,3.960670654460995,4.30456908602087,167.09091581816506,25.827414516125224
H2,21.78787878787879,Acero,0.1940746067797002,0.34389843155987526,9.619778368931064,9.963676800490939,166.48766435502085,44.83654560220923
H2,21.78787878787879,Titanio6AL4V,0.1940746067797002,0.34389843155987526,2.8580255822243985,3.2019240137842737,167.2089654275973,96.05772041352822
H2,21.93939393939394,Al7075T6,0.19090914263388875,0.3406417563071883,3.923163597374633,4.263805353681821,167.09527703047647,25.582832122090927
H2,21.93939393939394,Acero,0.19090914263388875,0.3406417563071883,9.528680267644793,9.869322023951982,166.4976866907909,44.41194910778392
H2,21.93939393939394,Titanio6AL4V,0.19090914263388875,0.3406417563071883,2.830960436440051,3.171602192747239,167.21221405124754,95.14806578241718
H2,22.090909090909093,Al7075T6,0.18784528221607638,0.3374896124379931,3.886860425927377,4.22435003836537,167.0994984753684,25.34610023019222
H2,22.090909090909093,Acero,0.18784528221607638,0.3374896124379931,9.440506194645675,9.777995807083668,166.5073884836677,44.00098113187651
H2,22.090909090909093,Titanio6AL4V,0.18784528221607638,0.3374896124379931,2.8047640162465988,3.1422536286845917,167.21535852223047,94.26760886053775
H2,22.242424242424242,Al7075T6,0.18487821094430137,0.33443704664079904,3.8517040929399937,4.186141139580792,167.10358676574197,25.116846837484754
H2,22.242424242424242,Acero,0.18487821094430137,0.33443704664079904,9.355117592283081,9.68955463892388,166.5167848694229,43.60299587515746
H2,22.242424242424242,Titanio6AL4V,0.18487821094430137,0.33443704664079904,2.779395156318301,3.1138322029591,167.21840377030804,93.414966088773
H2,22.393939393939394,Al7075T6,0.18200341369746106,0.33147941369377426,3.817641099495057,4.149120513188832,167.10754810380146,24.89472307913299
H2,22.393939393939394,Acero,0.18200341369746106,0.33147941369377426,9.272384521015574,9.603863934709349,166.52589004566303,43.21738770619207
H2,22.393939393939394,Titanio6AL4V,0.18200341369746106,0.33147941369377426,2.7548152517601876,3.086294665453962,167.2213544189607,92.58883996361885
H2,22.545454545454547,Al7075T6,0.17921665188920105,0.3286123528780318,3.7846212232892853,4.1132335761673176,167.11138831244918,24.679401457003905
H2,22.545454545454547,Acero,0.17921665188920105,0.3286123528780318,9.192184999626113,9.520797352504145,166.53471734340945,42.84358808626865
H2,22.545454545454547,Titanio6AL4V,0.17921665188920105,0.3286123528780318,2.7309880620867206,3.0596004149647524,167.22421480880922,91.78801244894257
H2,22.6969696969697,Al7075T6,0.17651394261625275,0.3258317665251379,3.7525972715656675,4.078429038090805,167.11511286384754,24.47057422854483
H2,22.6969696969697,Acero,0.17651394261625275,0.3258317665251379,9.11440440513725,9.440236171662388,166.54327929222035,42.48106277248075
H2,22.6969696969697,Titanio6AL4V,0.17651394261625275,0.3258317665251379,2.7078795329372607,3.0337112994623987,167.22698901892022,91.01133898387197
H2,22.848484848484848,Al7075T6,0.1738915396654839,0.323133800476891,3.7215248560691654,4.044658656546057,167.1187269054325,24.26795193927634
H2,22.848484848484848,Acero,0.1738915396654839,0.323133800476891,9.038934926217815,9.362068726694705,166.5515876795308,42.12930927012617
H2,22.848484848484848,Titanio6AL4V,0.1738915396654839,0.323133800476891,2.685457633683789,3.00859143416068,167.22968088621377,90.2577430248204
H2,23.0,Al7075T6,0.17134591618919223,0.3205148262614137,3.691362187769165,4.011877014030579,167.12223528365104,24.071262084183473
H2,23.0,Acero,0.17134591618919223,0.3205148262614137,8.965675064599484,9.286189890860898,166.55965360479382,41.78785450887404
H2,23.0,Titanio6AL4V,0.17134591618919223,0.3205148262614137,2.663692209302326,2.9842070355637396,167.2322940231699,89.52621106691218
H2,23.151515151515152,Al7075T6,0.16887374888015758,0.31797142481221763,3.662069889352298,3.9800413141645157,167.1256425656413,23.880247884987092
